OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
9756,GO-2022926801,5/17/2022 4:00:00 AM,5/17/2022 4:00:00 AM,2022,May,17,137,Tuesday   ,19,2022,May,17,137,Tuesday   ,19,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,158,Islington (158),014,Islington-City Centre West (14),-79.5381510912315,43.6412008322936,-8854146.47808857,5410084.04162856
9757,GO-2022925047,5/17/2022 4:00:00 AM,3/8/2022 5:00:00 AM,2022,May,17,137,Tuesday   ,15,2022,March,8,67,Tuesday   ,12,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,123,Cliffcrest (123),123,Cliffcrest (123),-79.2361639391556,43.724393391752,-8820529.42210182,5422890.01735185
9758,GO-2022930531,5/18/2022 4:00:00 AM,5/17/2022 4:00:00 AM,2022,May,18,138,Wednesday ,11,2022,May,17,137,Tuesday   ,10,D43,Convenience Stores,Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2542411407459,43.7766362676131,-8822541.76702343,5430940.94632307
9759,GO-20229017998,5/18/2022 4:00:00 AM,5/18/2022 4:00:00 AM,2022,May,18,138,Wednesday ,15,2022,May,18,138,Wednesday ,0,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,036,Newtonbrook West (36),036,Newtonbrook West (36),-79.4317300847754,43.7761757489769,-8842299.74589095,5430869.94697076
9760,GO-2022931294,5/18/2022 4:00:00 AM,5/8/2022 4:00:00 AM,2022,May,18,138,Wednesday ,13,2022,May,8,128,Sunday    ,0,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,116,Steeles (116),116,Steeles (116),-79.3129956968066,43.8199289012993,-8829082.29427913,5437617.9222433
9761,GO-2022931382,5/18/2022 4:00:00 AM,5/15/2022 4:00:00 AM,2022,May,18,138,Wednesday ,12,2022,May,15,135,Sunday    ,15,D31,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,027,York University Heights (27),027,York University Heights (27),-79.5015098070685,43.7719128766657,-8850067.58901168,5430212.75541471
9762,GO-2022931125,5/18/2022 4:00:00 AM,5/17/2022 4:00:00 AM,2022,May,18,138,Wednesday ,12,2022,May,17,137,Tuesday   ,20,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,070,South Riverdale (70),070,South Riverdale (70),-79.3375618971235,43.6687811498208,-8831816.99115386,5414327.5607616
9763,GO-2022931125,5/18/2022 4:00:00 AM,5/17/2022 4:00:00 AM,2022,May,18,138,Wednesday ,12,2022,May,17,137,Tuesday   ,20,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,070,South Riverdale (70),070,South Riverdale (70),-79.3375618971235,43.6687811498208,-8831816.99115386,5414327.5607616
9764,GO-2022932671,5/18/2022 4:00:00 AM,4/20/2022 4:00:00 AM,2022,May,18,138,Wednesday ,15,2022,April,20,110,Wednesday ,0,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.3520464434223,43.7547003075402,-8833429.40343895,5427559.63222508
9765,GO-2022937753,5/19/2022 4:00:00 AM,4/23/2022 4:00:00 AM,2022,May,19,139,Thursday  ,12,2022,April,23,113,Saturday  ,9,NSA,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
9766,GO-2022936568,5/19/2022 4:00:00 AM,5/18/2022 4:00:00 AM,2022,May,19,139,Thursday  ,7,2022,May,18,138,Wednesday ,22,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.3306181904868,43.8016879073001,-8831044.0212264,5434804.04369198
9767,GO-2022933600,5/19/2022 4:00:00 AM,5/18/2022 4:00:00 AM,2022,May,19,139,Thursday  ,9,2022,May,18,138,Wednesday ,11,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,211,Theft Over - Distraction,Theft Over,035,Westminster-Branson (35),035,Westminster-Branson (35),-79.4509167115682,43.7723092085178,-8844435.59143863,5430273.85451028
9768,GO-2022926993,5/19/2022 4:00:00 AM,3/1/2022 5:00:00 AM,2022,May,19,139,Thursday  ,11,2022,March,1,60,Tuesday   ,0,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3730425539231,43.663195202299,-8835766.67982411,5413467.94707717
9769,GO-2022940224,5/19/2022 4:00:00 AM,5/19/2022 4:00:00 AM,2022,May,19,139,Thursday  ,16,2022,May,19,139,Thursday  ,14,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,024,Black Creek (24),024,Black Creek (24),-79.524304009955,43.7559841874157,-8852605.02808268,5427757.50133618
9770,GO-2022940134,5/19/2022 4:00:00 AM,5/19/2022 4:00:00 AM,2022,May,19,139,Thursday  ,15,2022,May,19,139,Thursday  ,15,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,027,York University Heights (27),027,York University Heights (27),-79.4881541813942,43.7731696476398,-8848580.84752614,5430406.50238397
9771,GO-2022940123,5/19/2022 4:00:00 AM,5/19/2022 4:00:00 AM,2022,May,19,139,Thursday  ,15,2022,May,19,139,Thursday  ,15,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,211,Theft Over - Distraction,Theft Over,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.3271063841175,43.7984872965951,-8830653.08877072,5434310.40219708
9772,GO-2022941908,5/19/2022 4:00:00 AM,4/11/2022 4:00:00 AM,2022,May,19,139,Thursday  ,20,2022,April,11,101,Monday    ,12,D22,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,019,Long Branch (19),019,Long Branch (19),-79.5323750211314,43.5947565756507,-8853503.48891738,5402942.50901466
9773,GO-2022946756,5/20/2022 4:00:00 AM,5/10/2022 4:00:00 AM,2022,May,20,140,Friday    ,15,2022,May,10,130,Tuesday   ,0,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,018,New Toronto (18),018,New Toronto (18),-79.5088929699975,43.6015295271124,-8850889.47895729,5403983.61296952
9774,GO-2022948500,5/20/2022 4:00:00 AM,5/20/2022 4:00:00 AM,2022,May,20,140,Friday    ,20,2022,May,20,140,Friday    ,13,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,070,South Riverdale (70),070,South Riverdale (70),-79.3148084184675,43.6622166796974,-8829284.08545781,5413317.37193543
9775,GO-2022958517,5/21/2022 4:00:00 AM,5/21/2022 4:00:00 AM,2022,May,21,141,Saturday  ,23,2022,May,21,141,Saturday  ,23,D12,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.5060271932109,43.6768347173411,-8850570.46212092,5415567.05369352
9776,GO-2022961759,5/22/2022 4:00:00 AM,5/22/2022 4:00:00 AM,2022,May,22,142,Sunday    ,11,2022,May,22,142,Sunday    ,6,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.3544437445703,43.7579586081142,-8833696.26987687,5428061.80381701
9777,GO-2022963489,5/22/2022 4:00:00 AM,5/22/2022 4:00:00 AM,2022,May,22,142,Sunday    ,18,2022,May,22,142,Sunday    ,18,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.378905179677,43.6874490600392,-8836419.30436514,5417200.91976364
9778,GO-2022968146,5/23/2022 4:00:00 AM,5/23/2022 4:00:00 AM,2022,May,23,143,Monday    ,15,2022,May,23,143,Monday    ,10,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
9779,GO-2022967224,5/23/2022 4:00:00 AM,5/1/2022 4:00:00 AM,2022,May,23,143,Monday    ,10,2022,May,1,121,Sunday    ,9,D51,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3797337493324,43.662805301909,-8836511.54024431,5413407.94890076
9780,GO-2022966398,5/23/2022 4:00:00 AM,5/20/2022 4:00:00 AM,2022,May,23,143,Monday    ,12,2022,May,20,140,Friday    ,15,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.439510723513,43.67331922395,-8843165.88266247,5415025.97748767
9781,GO-2022976795,5/24/2022 4:00:00 AM,5/17/2022 4:00:00 AM,2022,May,24,144,Tuesday   ,17,2022,May,17,137,Tuesday   ,0,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,136,West Hill (136),136,West Hill (136),-79.1647950211029,43.7754996881129,-8812584.67049159,5430765.71796619
9782,GO-2022975489,5/24/2022 4:00:00 AM,3/1/2021 5:00:00 AM,2022,May,24,144,Tuesday   ,15,2021,March,1,60,Monday    ,0,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,018,New Toronto (18),018,New Toronto (18),-79.5062978621653,43.6032604396643,-8850600.59285617,5404249.69901139
9783,GO-2022975252,5/24/2022 4:00:00 AM,5/24/2022 4:00:00 AM,2022,May,24,144,Tuesday   ,13,2022,May,24,144,Tuesday   ,13,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,052,Bayview Village (52),052,Bayview Village (52),-79.3828288100322,43.7729652924716,-8836856.0808588,5430374.9980733
9784,GO-2022976962,5/24/2022 4:00:00 AM,5/20/2022 4:00:00 AM,2022,May,24,144,Tuesday   ,19,2022,May,20,140,Friday    ,16,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
9785,GO-2022972388,5/24/2022 4:00:00 AM,12/25/2021 5:00:00 AM,2022,May,24,144,Tuesday   ,5,2021,December,25,359,Saturday  ,8,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,102,Forest Hill North (102),102,Forest Hill North (102),-79.4258993040054,43.7033313696203,-8841650.6663191,5419646.22418704
9786,GO-2022974645,5/24/2022 4:00:00 AM,2/27/2022 5:00:00 AM,2022,May,24,144,Tuesday   ,12,2022,February,27,58,Sunday    ,0,D22,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.4789716162128,43.6236957971658,-8847558.64906616,5407391.72021659
9787,GO-2022972910,5/24/2022 4:00:00 AM,1/8/2022 5:00:00 AM,2022,May,24,144,Tuesday   ,7,2022,January,8,8,Saturday  ,18,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5955707261261,43.6868232394755,-8860538.40261831,5417104.57910229
9788,GO-2022973393,5/24/2022 4:00:00 AM,5/24/2022 4:00:00 AM,2022,May,24,144,Tuesday   ,9,2022,May,24,144,Tuesday   ,5,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5005678473468,43.7259539506064,-8849962.73050413,5423130.40672616
9789,GO-2022973735,5/24/2022 4:00:00 AM,5/24/2022 4:00:00 AM,2022,May,24,144,Tuesday   ,9,2022,May,24,144,Tuesday   ,0,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2132,200,Theft From Motor Vehicle Over,Theft Over,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.4013657143744,43.7564942882066,-8838919.59957296,5427836.11835883
9790,GO-2022986016,5/25/2022 4:00:00 AM,5/25/2022 4:00:00 AM,2022,May,25,145,Wednesday ,21,2022,May,25,145,Wednesday ,20,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,074,North St.James Town (74),074,North St.James Town (74),-79.3783339514245,43.6662819053856,-8836355.71544373,5413942.94557378
9791,GO-2022983185,5/25/2022 4:00:00 AM,12/1/2021 5:00:00 AM,2022,May,25,145,Wednesday ,14,2021,December,1,335,Wednesday ,12,D14,"Religious Facilities (Synagogue, Church, Convent, Mosque)",Other,2130,210,Theft Over,Theft Over,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4254433268458,43.6643205119055,-8841599.90719165,5413641.11301702
9792,GO-2022983449,5/25/2022 4:00:00 AM,5/20/2022 4:00:00 AM,2022,May,25,145,Wednesday ,14,2022,May,20,140,Friday    ,12,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
9793,GO-2022982119,5/25/2022 4:00:00 AM,5/21/2022 4:00:00 AM,2022,May,25,145,Wednesday ,11,2022,May,21,141,Saturday  ,0,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.4942645218063,43.6186140217049,-8849261.04757483,5406610.27640701
9794,GO-2022982484,5/25/2022 4:00:00 AM,5/24/2022 4:00:00 AM,2022,May,25,145,Wednesday ,14,2022,May,24,144,Tuesday   ,17,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village (163),082,Niagara (82),-79.3995026334977,43.6334468725507,-8838712.20234474,5408891.36515166
9795,GO-2022981557,5/25/2022 4:00:00 AM,5/17/2022 4:00:00 AM,2022,May,25,145,Wednesday ,10,2022,May,17,137,Tuesday   ,0,D11,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4870192121627,43.6682032482041,-8848454.50335499,5414238.6245254
9796,GO-2022983057,5/25/2022 4:00:00 AM,1/19/2021 5:00:00 AM,2022,May,25,145,Wednesday ,14,2021,January,19,19,Tuesday   ,0,D41,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2697952901998,43.711077806407,-8824273.24696983,5420839.13171732
9797,GO-20229018828,5/25/2022 4:00:00 AM,5/22/2022 4:00:00 AM,2022,May,25,145,Wednesday ,2,2022,May,22,142,Sunday    ,11,D14,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4340975225692,43.6601446106143,-8842563.28788359,5412998.52968485
9798,GO-2022979825,5/25/2022 4:00:00 AM,5/23/2022 4:00:00 AM,2022,May,25,145,Wednesday ,4,2022,May,23,143,Monday    ,14,D52,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3920520371579,43.6453705844742,-8837882.80579192,5410725.47636194
9799,GO-2022980554,5/25/2022 4:00:00 AM,5/25/2022 4:00:00 AM,2022,May,25,145,Wednesday ,9,2022,May,25,145,Wednesday ,1,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.4052796396178,43.699752809548,-8839355.29582229,5419095.19814697
9800,GO-2022993567,5/26/2022 4:00:00 AM,5/26/2022 4:00:00 AM,2022,May,26,146,Thursday  ,21,2022,May,26,146,Thursday  ,21,NSA,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
9801,GO-2022990742,5/26/2022 4:00:00 AM,5/26/2022 4:00:00 AM,2022,May,26,146,Thursday  ,15,2022,May,26,146,Thursday  ,13,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4513062163045,43.7236570551509,-8844478.95082557,5422776.59376627
9802,GO-2022991466,5/26/2022 4:00:00 AM,5/26/2022 4:00:00 AM,2022,May,26,146,Thursday  ,16,2022,May,26,146,Thursday  ,12,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.6040718720596,43.731837360332,-8861484.74586219,5424036.7466294
9803,GO-2022990757,5/26/2022 4:00:00 AM,5/21/2022 4:00:00 AM,2022,May,26,146,Thursday  ,17,2022,May,21,141,Saturday  ,16,D32,Pharmacy,Other,2133,200,Theft Over - Shoplifting,Theft Over,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4159064180119,43.7230021699756,-8840538.26333802,5422675.71802275
9804,GO-2022989448,5/26/2022 4:00:00 AM,5/23/2022 4:00:00 AM,2022,May,26,146,Thursday  ,13,2022,May,23,143,Monday    ,17,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.2827563906227,43.7279392674256,-8825716.07013327,5423436.23495601
9805,GO-20229019246,5/27/2022 4:00:00 AM,5/26/2022 4:00:00 AM,2022,May,27,147,Friday    ,14,2022,May,26,146,Thursday  ,19,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,063,The Beaches (63),063,The Beaches (63),-79.3046459372346,43.6690078106945,-8828152.80324769,5414362.44299309
9806,GO-2022995987,5/27/2022 4:00:00 AM,5/24/2022 4:00:00 AM,2022,May,27,147,Friday    ,15,2022,May,24,144,Tuesday   ,10,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5273373020227,43.6342009472138,-8852942.69260355,5409007.34641223
9807,GO-2022990200,5/27/2022 4:00:00 AM,5/18/2022 4:00:00 AM,2022,May,27,147,Friday    ,10,2022,May,18,138,Wednesday ,14,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.3909761562331,43.6805516319112,-8837763.03926684,5416139.16561932
9808,GO-20221003727,5/28/2022 4:00:00 AM,5/27/2022 4:00:00 AM,2022,May,28,148,Saturday  ,10,2022,May,27,147,Friday    ,11,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3158996717754,43.7622955223177,-8829405.56329741,5428730.254616
9809,GO-20221007979,5/28/2022 4:00:00 AM,5/28/2022 4:00:00 AM,2022,May,28,148,Saturday  ,22,2022,May,28,148,Saturday  ,20,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4513062163045,43.7236570551509,-8844478.95082557,5422776.59376627
9810,GO-20221007831,5/28/2022 4:00:00 AM,5/28/2022 4:00:00 AM,2022,May,28,148,Saturday  ,22,2022,May,28,148,Saturday  ,22,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4155486288905,43.6311116719788,-8840498.43444873,5408532.20597821
9811,GO-20221004453,5/28/2022 4:00:00 AM,5/28/2022 4:00:00 AM,2022,May,28,148,Saturday  ,12,2022,May,28,148,Saturday  ,12,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,024,Black Creek (24),024,Black Creek (24),-79.5180928122796,43.7589487863439,-8851913.6006841,5428214.41619617
9812,GO-20221010850,5/29/2022 4:00:00 AM,5/20/2022 4:00:00 AM,2022,May,29,149,Sunday    ,11,2022,May,20,140,Friday    ,11,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4195060339987,43.7332536695189,-8840938.97075819,5424254.94266097
9813,GO-20221011972,5/29/2022 4:00:00 AM,6/9/2021 4:00:00 AM,2022,May,29,149,Sunday    ,14,2021,June,9,160,Wednesday ,0,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,022,Humbermede (22),022,Humbermede (22),-79.5308366982488,43.7418063726721,-8853332.24358435,5425572.67761955
9814,GO-20221017668,5/30/2022 4:00:00 AM,5/19/2022 4:00:00 AM,2022,May,30,150,Monday    ,11,2022,May,19,139,Thursday  ,15,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3809129463861,43.6563247954285,-8836642.80785389,5412410.7794823
9815,GO-20221016815,5/30/2022 4:00:00 AM,5/23/2022 4:00:00 AM,2022,May,30,150,Monday    ,8,2022,May,23,143,Monday    ,13,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,153,Avondale (153),051,Willowdale East (51),-79.4093504075299,43.7603403880244,-8839808.45164319,5428428.90280277
9816,GO-20221015159,5/30/2022 4:00:00 AM,2/5/2022 5:00:00 AM,2022,May,30,150,Monday    ,8,2022,February,5,36,Saturday  ,0,D22,"Apartment (Rooming House, Condo)",Apartment,2130,215,Theft Over - Bicycle,Theft Over,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.4789716162128,43.6236957971658,-8847558.64906616,5407391.72021659
9817,GO-20221015699,5/30/2022 4:00:00 AM,5/29/2022 4:00:00 AM,2022,May,30,150,Monday    ,5,2022,May,29,149,Sunday    ,22,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,070,South Riverdale (70),070,South Riverdale (70),-79.3466192666205,43.6390422792726,-8832825.25297018,5409752.00798517
9818,GO-20221026457,5/31/2022 4:00:00 AM,5/28/2022 4:00:00 AM,2022,May,31,151,Tuesday   ,15,2022,May,28,148,Saturday  ,18,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.3460551106251,43.7342894105443,-8832762.45141154,5424414.51168371
9819,GO-20221021910,5/31/2022 4:00:00 AM,5/26/2022 4:00:00 AM,2022,May,31,151,Tuesday   ,14,2022,May,26,146,Thursday  ,13,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4005959331333,43.6457306850331,-8838833.90794403,5410780.8729413
9820,GO-20221026208,5/31/2022 4:00:00 AM,5/27/2022 4:00:00 AM,2022,May,31,151,Tuesday   ,13,2022,May,27,147,Friday    ,17,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,012,Markland Wood (12),012,Markland Wood (12),-79.5588894967138,43.6271568190578,-8856455.06688435,5407923.97250753
9821,GO-20221024510,5/31/2022 4:00:00 AM,5/30/2022 4:00:00 AM,2022,May,31,151,Tuesday   ,9,2022,May,30,150,Monday    ,19,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),-79.3148122434699,43.690375618034,-8829284.51125485,5417651.45575148
9822,GO-20221023282,5/31/2022 4:00:00 AM,5/31/2022 4:00:00 AM,2022,May,31,151,Tuesday   ,7,2022,May,31,151,Tuesday   ,2,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.5225371417151,43.6115390010266,-8852408.34123662,5405522.43357744
9823,GO-20221032254,6/1/2022 4:00:00 AM,5/24/2022 4:00:00 AM,2022,June,1,152,Wednesday ,9,2022,May,24,144,Tuesday   ,1,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5995139300693,43.6849295943188,-8860977.35807968,5416813.07213716
9824,GO-20221030295,6/1/2022 4:00:00 AM,5/31/2022 4:00:00 AM,2022,June,1,152,Wednesday ,6,2022,May,31,151,Tuesday   ,19,NSA,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,0,0,6.32778044253391E-09,5.6649236412909E-09
9825,GO-20221034078,6/1/2022 4:00:00 AM,5/28/2022 4:00:00 AM,2022,June,1,152,Wednesday ,13,2022,May,28,148,Saturday  ,4,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,113,Weston (113),113,Weston (113),-79.5171995501248,43.7016579617187,-8851814.16321312,5419388.54902316
9826,GO-20221035569,6/1/2022 4:00:00 AM,6/1/2022 4:00:00 AM,2022,June,1,152,Wednesday ,17,2022,June,1,152,Wednesday ,17,D43,Convenience Stores,Commercial,2133,200,Theft Over - Shoplifting,Theft Over,133,Centennial Scarborough (133),133,Centennial Scarborough (133),-79.1691575175774,43.7841212843802,-8813070.30143622,5432095.00641588
