OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
12961,GO-2024858198,4/22/2024 4:00:00 AM,4/18/2024 4:00:00 AM,2024,April,22,113,Monday    ,8,2024,April,18,109,Thursday  ,18,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5521568833754,43.615042505127,-8855705.59572217,5406061.11021542
12962,GO-2024856611,4/22/2024 4:00:00 AM,4/21/2024 4:00:00 AM,2024,April,22,113,Monday    ,0,2024,April,21,112,Sunday    ,5,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),-79.3610135210718,43.7483854987847,-8834427.61399581,5426586.46705849
12963,GO-2024857719,4/22/2024 4:00:00 AM,4/22/2024 4:00:00 AM,2024,April,22,113,Monday    ,8,2024,April,22,113,Monday    ,7,D41,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.2998193678649,43.7250316559139,-8827615.51204433,5422988.33513571
12964,GO-2024840653,4/22/2024 4:00:00 AM,4/19/2024 4:00:00 AM,2024,April,22,113,Monday    ,9,2024,April,19,110,Friday    ,17,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,211,Theft Over - Distraction,Theft Over,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4268506255129,43.6617288097829,-8841756.56699972,5413242.29932874
12965,GO-2024866133,4/23/2024 4:00:00 AM,4/22/2024 4:00:00 AM,2024,April,23,114,Tuesday   ,8,2024,April,22,113,Monday    ,22,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3996407334517,43.6364821755859,-8838727.57556642,5409358.22244968
12966,GO-2024859173,4/23/2024 4:00:00 AM,4/21/2024 4:00:00 AM,2024,April,23,114,Tuesday   ,9,2024,April,21,112,Sunday    ,0,D14,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,162,West Queen West (162),082,Niagara (82),-79.4065960311332,43.6466701879727,-8839501.83579809,5410925.404102
12967,GO-2024868173,4/23/2024 4:00:00 AM,4/20/2024 4:00:00 AM,2024,April,23,114,Tuesday   ,12,2024,April,20,111,Saturday  ,15,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.2497878588991,43.7936517872539,-8822046.02993883,5433564.65439453
12968,GO-2024869404,4/23/2024 4:00:00 AM,10/1/2023 4:00:00 AM,2024,April,23,114,Tuesday   ,14,2023,October,1,274,Sunday    ,0,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,158,Islington (158),014,Islington-City Centre West (14),-79.5237468974268,43.6455275032531,-8852543.01054721,5410749.6161481
12969,GO-2024869554,4/23/2024 4:00:00 AM,4/23/2024 4:00:00 AM,2024,April,23,114,Tuesday   ,15,2024,April,23,114,Tuesday   ,7,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,073,Moss Park (73),073,Moss Park (73),-79.3670372540428,43.6515436906473,-8835098.17288605,5411675.16980789
12970,GO-2024866845,4/23/2024 4:00:00 AM,12/25/2023 5:00:00 AM,2024,April,23,114,Tuesday   ,9,2023,December,25,359,Monday    ,0,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,068,North Riverdale (68),068,North Riverdale (68),-79.3437026898393,43.6699360402209,-8832500.58110369,5414505.29513951
12971,GO-2024866381,4/23/2024 4:00:00 AM,4/23/2024 4:00:00 AM,2024,April,23,114,Tuesday   ,8,2024,April,23,114,Tuesday   ,0,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5311892964315,43.6384103474571,-8853371.49461417,5409654.80499226
12972,GO-2024869504,4/23/2024 4:00:00 AM,4/9/2024 4:00:00 AM,2024,April,23,114,Tuesday   ,15,2024,April,9,100,Tuesday   ,16,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,027,York University Heights (27),027,York University Heights (27),-79.4882673010146,43.7640821522063,-8848593.43998693,5429005.64291533
12973,GO-2024868403,4/23/2024 4:00:00 AM,4/18/2024 4:00:00 AM,2024,April,23,114,Tuesday   ,12,2024,April,18,109,Thursday  ,22,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,073,Moss Park (73),073,Moss Park (73),-79.3673403563663,43.659120298224,-8835131.91404635,5412840.91628459
12974,GO-2024867444,4/23/2024 4:00:00 AM,4/23/2024 4:00:00 AM,2024,April,23,114,Tuesday   ,10,2024,April,23,114,Tuesday   ,1,D23,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5886534314075,43.6817680940046,-8859768.37286124,5416326.41257817
12975,GO-2024873689,4/24/2024 4:00:00 AM,4/24/2024 4:00:00 AM,2024,April,24,115,Wednesday ,5,2024,April,24,115,Wednesday ,5,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,088,High Park North (88),088,High Park North (88),-79.4762613201545,43.6511340512412,-8847256.94029554,5411612.14626258
12976,GO-2024872074,4/24/2024 4:00:00 AM,4/23/2024 4:00:00 AM,2024,April,24,115,Wednesday ,8,2024,April,23,114,Tuesday   ,18,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4108144297272,43.6392686805883,-8839971.42582674,5409786.83310746
12977,GO-2024860309,4/24/2024 4:00:00 AM,4/22/2024 4:00:00 AM,2024,April,24,115,Wednesday ,14,2024,April,22,113,Monday    ,1,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.583817615132,43.6848146062371,-8859230.05228655,5416795.37122611
12978,GO-2024876736,4/24/2024 4:00:00 AM,3/30/2024 4:00:00 AM,2024,April,24,115,Wednesday ,13,2024,March,30,90,Saturday  ,3,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),-79.512772821286,43.6240810589426,-8851321.38199496,5407450.96610878
12979,GO-2024874919,4/24/2024 4:00:00 AM,4/19/2024 4:00:00 AM,2024,April,24,115,Wednesday ,9,2024,April,19,110,Friday    ,21,D53,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,099,Mount Pleasant East (99),099,Mount Pleasant East (99),-79.3848917666856,43.7094952249497,-8837085.72818157,5420595.41062261
12980,GO-2024880399,4/24/2024 4:00:00 AM,4/24/2024 4:00:00 AM,2024,April,24,115,Wednesday ,21,2024,April,24,115,Wednesday ,14,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.521052729336,43.6164900110561,-8852243.09713733,5406283.67875363
12981,GO-20249021839,4/24/2024 4:00:00 AM,3/20/2024 4:00:00 AM,2024,April,24,115,Wednesday ,19,2024,March,20,80,Wednesday ,14,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,095,Annex (95),095,Annex (95),-79.3930407461138,43.6707559114553,-8837992.86837433,5414631.47309532
12982,GO-2024885577,4/25/2024 4:00:00 AM,2/9/2024 5:00:00 AM,2024,April,25,116,Thursday  ,15,2024,February,9,40,Friday    ,12,D51,"Apartment (Rooming House, Condo)",Apartment,2130,215,Theft Over - Bicycle,Theft Over,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3558306628846,43.6531537922574,-8833850.6608824,5411922.88970744
12983,GO-2024887687,4/25/2024 4:00:00 AM,4/25/2024 4:00:00 AM,2024,April,25,116,Thursday  ,19,2024,April,25,116,Thursday  ,19,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,095,Annex (95),095,Annex (95),-79.3930407461138,43.6707559114553,-8837992.86837433,5414631.47309532
12984,GO-2024887765,4/25/2024 4:00:00 AM,4/25/2024 4:00:00 AM,2024,April,25,116,Thursday  ,19,2024,April,25,116,Thursday  ,19,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3892595620592,43.7060952241474,-8837571.94889686,5420071.82445288
12985,GO-2024886925,4/25/2024 4:00:00 AM,4/25/2024 4:00:00 AM,2024,April,25,116,Thursday  ,22,2024,April,25,116,Thursday  ,13,D22,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),-79.5312522884644,43.6626341468716,-8853378.50685153,5413381.61153247
12986,GO-2024886770,4/25/2024 4:00:00 AM,4/25/2024 4:00:00 AM,2024,April,25,116,Thursday  ,17,2024,April,25,116,Thursday  ,16,D43,Pharmacy,Other,2133,200,Theft Over - Shoplifting,Theft Over,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2542411407459,43.7766362676131,-8822541.76702343,5430940.94632307
